Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Tim Jones,33649,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,526",770,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenny Yeboah,33705,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,245",777,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaret Patterson,33706,Min,RB,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,488",778,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Smith,33710,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,427",779,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tarik Black,33797,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,447",795,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cornell Powell,33569,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,339",760,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Shane Zylstra,33803,NE,TE,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,233",797,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DJ Turner,33813,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,491",799,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Stoll,33891,SF,TE,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,632",823,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Adam Prentice,33901,Den,RB,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,793",830,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Bandy,33928,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,490",837,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sal Cannella,33932,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,143",841,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikola Kalinic,33950,Chi,TE,IR,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,150",848,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Elijah Mitchell,33582,KC,RB,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,614",761,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Simi Fehoko,33567,Ari,WR,,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,779",759,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Velus Jones Jr.,34027,Sea,"WR,RB",NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,747",890,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lawrence Cager,33329,Was,TE,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,217",722,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Andre Baccellia,32943,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,729",586,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dan Chisena,33023,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,521",612,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jonathan Ward,33088,Bal,RB,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,676",636,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sean McKeon,33101,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,210",643,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JaMycal Hasty,33199,NE,RB,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,649",685,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Patrick Taylor Jr.,33235,SF,RB,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,527",710,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Salvon Ahmed,33265,Chi,RB,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,558",715,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Westbrook-Ikhine,33348,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,509",724,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ihmir Smith-Marsette,33545,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,620",758,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kristian Wilkerson,33349,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,441",725,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mason Kinsey,33351,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,734",727,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Blair,33376,Atl,WR,,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,530",735,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dee Eskridge,33444,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,744",741,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Terrace Marshall Jr.,33447,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,524",742,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trey Sermon,33476,Atl,RB,IR,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,637",748,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tre' McKitty,33485,Was,TE,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,176",750,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Alec Pierce,34008,Ind,WR,O,Sun 1:00 pm vs Hou,W (Sep 26),-,13,0.00,148,875,77%,-,-,-,-,-,-,-,-,-,-,-,-,-
Danny Gray,34061,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,420",909,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
James Proche II,32871,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,722",537,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner Conner,34513,NE,TE,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,517","1,075",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ronnie Rivers,34310,LAR,RB,IR,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,777","1,012",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan Mason,34320,Min,RB,IR,Sun 4:05 pm @ TB,Locked In Michelle,-,6,0.00,151,"1,015",74%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lance McCutcheon,34330,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,453","1,022",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Irv Charles,34356,Sea,WR,IR-R,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,634","1,031",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jake Tonges,34374,SF,TE,IR,Sun 4:05 pm vs Ari,FA,-,8,0.00,324,"1,033",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kendric Pryor,34476,Cin,WR,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,415","1,060",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zaire Mitchell-Paden,34489,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,167","1,066",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Deven Thompkins,34520,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,741","1,077",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Samori Toure,34214,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,340",982,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sincere McCormick,34551,SF,RB,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,493","1,080",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kaden Davis,34569,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,631","1,082",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Johnson,34571,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,379","1,083",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalen Virgil,34579,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,316","1,085",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dennis Houston,34592,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,456","1,088",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malik Davis,34610,Dal,RB,IR,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,496","1,094",2%,-,-,-,-,-,-,-,-,-,-,-,-,-
Raheem Blackshear,34617,Det,RB,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,678","1,096",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kevin Austin Jr.,34242,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,077",990,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isiah Pacheco,34207,Det,RB,IR,Sun 1:00 pm vs NYJ,FA,-,6,0.00,292,979,13%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dameon Pierce,34063,Phi,RB,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,765",912,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Montrell Washington,34118,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,299",944,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zamir White,34078,NO,RB,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,739",917,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Erik Ezukanma,34081,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,434",921,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Charlie Kolar,34084,LAC,TE,O,Sun 1:00 pm @ Buf,FA,-,7,0.00,208,925,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hassan Haskins,34087,NE,RB,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,776",928,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Calvin Austin III,34094,NYG,WR,IR,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,051",932,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cole Turner,34105,Mia,TE,IR,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,215",939,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jerome Ford,34112,Min,RB,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,529",941,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ty Chandler,34125,NO,RB,IR,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,657",948,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brittain Brown,34206,Chi,RB,IR,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,550",978,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Teagan Quitoriano,34126,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,202",949,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
James Mitchell,34133,Dal,TE,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,159",952,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Grant Calcaterra,34154,Phi,TE,IR-R,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,242",958,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Keaontay Ingram,34157,KC,RB,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,565",960,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Woods II,34158,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,506",961,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
John FitzPatrick,34169,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,283",965,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Muse,34183,Atl,TE,,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,291",970,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaiah Hodgins,32877,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,260",544,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Quez Watkins,32870,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,364",535,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Stone Smartt,34637,NO,TE,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,495","1,103",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
River Cracraft,30955,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,504",605,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Noah Brown,30352,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,239","1,055",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Austin Ekeler,30423,Was,RB,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,120","1,076",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tim Patrick,30511,NYJ,WR,IR,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,107","1,092",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anthony Firkser,30571,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,277","1,115",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Taysom Hill,30614,NO,TE,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,042","1,134",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Pharaoh Brown,30627,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,270","1,142",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dare Ogunbowale,30860,LV,RB,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,751",563,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Chubb,31005,Hou,RB,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,060",626,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trent Taylor,30290,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,338","1,040",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dante Pettis,31014,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,641",628,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Christian Kirk,31017,SF,WR,IR-R,Sun 4:05 pm vs Ari,FA,-,8,0.00,294,629,1%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dallas Goedert,31019,Phi,TE,D,Mon 8:15 pm @ Chi,Monday Night Madison,1,10,0.00,176,630,88%,-,-,-,-,-,-,-,-,-,-,-,-,-
Will Dissly,31090,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,104",657,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chase Edmonds,31104,Was,RB,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,584",662,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Justin Watson,31114,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,485",669,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ray-Ray McCloud III,31157,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,284",693,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
David Moore,30339,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,267","1,052",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeremy McNichols,30275,Was,RB,IR-R,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,498","1,032",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Braxton Berrios,31180,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,742",705,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Demarcus Robinson,29360,SF,WR,O,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,049",745,2%,-,-,-,-,-,-,-,-,-,-,-,-,-
Phillip Dorsett II,28417,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,404","1,081",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyler Lockett,28457,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,118","1,090",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Burton,28556,Cle,RB,,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,653","1,125",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Raheem Mostert,28654,LV,RB,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,717","1,185",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DeAndre Carter,28947,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,770",622,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sterling Shepard,29274,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,058",731,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Vannett,29328,Bal,TE,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,114",740,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyreek Hill,29399,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,319,751,4%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Reynolds,30230,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,112","1,020",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
David Njoku,30142,LAC,TE,IR,Sun 1:00 pm @ Buf,FA,-,7,0.00,322,987,3%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zay Jones,30150,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,273",994,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Curtis Samuel,30153,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,276",995,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joe Mixon,30161,Hou,RB,O,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,063",998,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JuJu Smith-Schuster,30175,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,108","1,001",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kareem Hunt,30199,KC,RB,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,312,"1,007",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
James Conner,30218,Ari,RB,IR-R,Sun 4:05 pm @ SF,FA,-,14,0.00,293,"1,013",7%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cedrick Wilson Jr.,31178,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,718",703,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner Hudson,31257,Cin,TE,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,075",719,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
K.J. Osborn,32846,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,497",521,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cam Akers,32722,Sea,RB,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,500","1,168",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Donald Parham Jr.,32456,Pit,TE,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,232","1,071",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Greg Dortch,32523,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,087","1,084",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Craig Reynolds,32596,Was,RB,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,788","1,104",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
D'Ernest Johnson,32608,Ten,RB,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,782","1,110",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gunner Olszewski,32612,NYG,WR,IR,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,648","1,112",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalen Reagor,32691,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,518","1,152",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Aiyuk,32695,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,110","1,153",1%,-,-,-,-,-,-,-,-,-,-,-,-,-
Van Jefferson,32727,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,098","1,170",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trenton Irwin,32438,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,531","1,063",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Denzel Mims,32729,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,438","1,172",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Antonio Gibson,32736,NE,RB,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,117","1,178",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josiah Deguara,32764,Phi,TE,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,525","1,193",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Harrison Bryant,32785,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,675",493,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
A. Okwuegbunam Jr.,32788,LV,TE,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,132",496,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gabe Davis,32798,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,085",502,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyler Johnson,32831,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,105",515,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Myarick,32442,LV,TE,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,131","1,067",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
David Sills V,32418,TB,WR,IR-R,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,247","1,059",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trent Sherfield,31320,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,735",729,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hakeem Butler,31935,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,466",863,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malik Turner,31777,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,363",803,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Jacobs,31856,GB,RB,,Thu 8:15 pm vs Atl,FA,-,11,0.00,115,831,80%,-,-,-,-,-,-,-,-,-,-,-,-,-
A.J. Brown,31883,NE,WR,IR,Sun 1:00 pm @ Jax,Monday Night Madison,-,11,0.00,73,840,97%,-,-,-,-,-,-,-,-,-,-,-,-,-
Miles Sanders,31885,Dal,RB,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,067",843,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mecole Hardman Jr.,31888,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,499",845,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Parris Campbell,31891,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,492",847,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Alexander Mattison,31934,Mia,RB,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,249",862,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gary Jennings,31952,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,331",872,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyree Jackson,32415,Was,TE,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,161","1,058",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hunter Renfrow,31981,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,076",892,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trayveon Williams,32014,Det,RB,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,759",910,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Juwann Winfree,32019,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,301",913,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Scotty Miller,32040,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,647",929,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Alex Bachman,32124,LAR,WR,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,762",967,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Andrew Beck,32225,NYJ,RB,,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,763","1,003",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Stephen Carlson,32273,Chi,TE,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,221","1,016",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
D.J. Montgomery,32283,Ind,WR,IR,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,398","1,024",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tucker Fisk,34625,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,670","1,097",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lucas Krull,34654,Den,TE,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,652","1,108",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Montrell Johnson Jr.,42173,Car,RB,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,588",861,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brenden Bates,41675,Jax,TE,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,513",749,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Carson Steele,41464,Phi,RB,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,663",717,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cole Burgess,41502,Pit,WR,IR,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,324",720,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawn Bowman,41512,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,198",721,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Baylor Cupp,41556,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,171",728,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
